Date,ship-state,Daily_Demand
2022-03-31,ANDHRA PRADESH,5
2022-03-31,BIHAR,6
2022-03-31,CHANDIGARH,1
2022-03-31,CHHATTISGARH,1
2022-03-31,DELHI,9
2022-03-31,GOA,1
2022-03-31,Gujarat,8
2022-03-31,HARYANA,4
2022-03-31,JHARKHAND,2
2022-03-31,KARNATAKA,18
2022-03-31,KERALA,5
2022-03-31,MADHYA PRADESH,1
2022-03-31,MAHARASHTRA,21
2022-03-31,ODISHA,4
2022-03-31,RAJASTHAN,3
2022-03-31,TAMIL NADU,12
2022-03-31,TELANGANA,5
2022-03-31,TRIPURA,1
2022-03-31,UTTAR PRADESH,17
2022-03-31,UTTARAKHAND,1
2022-03-31,WEST BENGAL,12
2022-04-01,ANDAMAN & NICOBAR,1
2022-04-01,ANDHRA PRADESH,43
2022-04-01,ARUNACHAL PRADESH,3
2022-04-01,ASSAM,20
2022-04-01,BIHAR,20
2022-04-01,CHANDIGARH,5
2022-04-01,CHHATTISGARH,5
2022-04-01,DADRA AND NAGAR,1
2022-04-01,DELHI,57
2022-04-01,Delhi,1
2022-04-01,GOA,6
2022-04-01,Gujarat,36
2022-04-01,HARYANA,35
2022-04-01,HIMACHAL PRADESH,12
2022-04-01,JAMMU & KASHMIR,2
2022-04-01,JHARKHAND,10
2022-04-01,KARNATAKA,150
2022-04-01,KERALA,60
2022-04-01,MADHYA PRADESH,27
2022-04-01,MAHARASHTRA,168
2022-04-01,MANIPUR,3
2022-04-01,MEGHALAYA,4
2022-04-01,NAGALAND,1
2022-04-01,ODISHA,22
2022-04-01,PUDUCHERRY,2
2022-04-01,PUNJAB,12
2022-04-01,RAJASTHAN,25
2022-04-01,Rajasthan,1
2022-04-01,SIKKIM,6
2022-04-01,TAMIL NADU,96
2022-04-01,TELANGANA,85
2022-04-01,TRIPURA,3
2022-04-01,UTTAR PRADESH,66
2022-04-01,UTTARAKHAND,13
2022-04-01,WEST BENGAL,68
2022-04-02,ANDAMAN & NICOBAR,3
2022-04-02,ANDHRA PRADESH,37
2022-04-02,ARUNACHAL PRADESH,1
2022-04-02,ASSAM,21
2022-04-02,BIHAR,19
2022-04-02,CHANDIGARH,1
2022-04-02,CHHATTISGARH,7
2022-04-02,DELHI,66
2022-04-02,GOA,13
2022-04-02,Gujarat,43
2022-04-02,HARYANA,31
2022-04-02,HIMACHAL PRADESH,13
2022-04-02,JAMMU & KASHMIR,5
2022-04-02,JHARKHAND,15
2022-04-02,KARNATAKA,159
2022-04-02,KERALA,70
2022-04-02,MADHYA PRADESH,16
2022-04-02,MAHARASHTRA,172
2022-04-02,MANIPUR,5
2022-04-02,MEGHALAYA,5
2022-04-02,MIZORAM,1
2022-04-02,NAGALAND,1
2022-04-02,New Delhi,1
2022-04-02,ODISHA,23
2022-04-02,Odisha,1
2022-04-02,PUDUCHERRY,3
2022-04-02,PUNJAB,23
2022-04-02,RAJASTHAN,24
2022-04-02,SIKKIM,1
2022-04-02,TAMIL NADU,114
2022-04-02,TELANGANA,70
2022-04-02,TRIPURA,1
2022-04-02,UTTAR PRADESH,101
2022-04-02,UTTARAKHAND,14
2022-04-02,WEST BENGAL,66
2022-04-02,delhi,2
2022-04-02,punjab,1
2022-04-03,ANDAMAN & NICOBAR,5
2022-04-03,ANDHRA PRADESH,45
2022-04-03,ARUNACHAL PRADESH,2
2022-04-03,ASSAM,17
2022-04-03,Arunachal Pradesh,2
2022-04-03,BIHAR,21
2022-04-03,CHANDIGARH,1
2022-04-03,CHHATTISGARH,12
2022-04-03,DADRA AND NAGAR,1
2022-04-03,DELHI,91
2022-04-03,GOA,17
2022-04-03,Gujarat,32
2022-04-03,HARYANA,35
2022-04-03,HIMACHAL PRADESH,5
2022-04-03,JAMMU & KASHMIR,6
2022-04-03,JHARKHAND,17
2022-04-03,KARNATAKA,192
2022-04-03,KERALA,54
2022-04-03,LADAKH,1
2022-04-03,MADHYA PRADESH,35
2022-04-03,MAHARASHTRA,206
2022-04-03,MANIPUR,3
2022-04-03,MEGHALAYA,2
2022-04-03,MIZORAM,2
2022-04-03,NAGALAND,2
2022-04-03,New Delhi,2
2022-04-03,ODISHA,16
2022-04-03,Odisha,1
2022-04-03,PUDUCHERRY,1
2022-04-03,PUNJAB,18
2022-04-03,RAJASTHAN,19
2022-04-03,Rajasthan,2
2022-04-03,SIKKIM,4
2022-04-03,TAMIL NADU,120
2022-04-03,TELANGANA,83
2022-04-03,TRIPURA,1
2022-04-03,UTTAR PRADESH,118
2022-04-03,UTTARAKHAND,13
2022-04-03,WEST BENGAL,65
2022-04-03,delhi,1
2022-04-04,ANDAMAN & NICOBAR,1
2022-04-04,ANDHRA PRADESH,49
2022-04-04,ARUNACHAL PRADESH,1
2022-04-04,ASSAM,21
2022-04-04,BIHAR,23
2022-04-04,Bihar,2
2022-04-04,CHHATTISGARH,11
2022-04-04,DADRA AND NAGAR,1
2022-04-04,DELHI,64
2022-04-04,Delhi,1
2022-04-04,GOA,15
2022-04-04,Gujarat,47
2022-04-04,HARYANA,40
2022-04-04,HIMACHAL PRADESH,6
2022-04-04,JAMMU & KASHMIR,1
2022-04-04,JHARKHAND,9
2022-04-04,KARNATAKA,163
2022-04-04,KERALA,60
2022-04-04,MADHYA PRADESH,26
2022-04-04,MAHARASHTRA,193
2022-04-04,MANIPUR,2
2022-04-04,MEGHALAYA,1
2022-04-04,NAGALAND,1
2022-04-04,ODISHA,17
2022-04-04,PUDUCHERRY,1
2022-04-04,PUNJAB,13
2022-04-04,RAJASTHAN,17
2022-04-04,Rajasthan,2
2022-04-04,SIKKIM,2
2022-04-04,TAMIL NADU,93
2022-04-04,TELANGANA,86
2022-04-04,TRIPURA,4
2022-04-04,UTTAR PRADESH,94
2022-04-04,UTTARAKHAND,12
2022-04-04,WEST BENGAL,63
2022-04-05,ANDAMAN & NICOBAR,1
2022-04-05,ANDHRA PRADESH,40
2022-04-05,ARUNACHAL PRADESH,2
2022-04-05,ASSAM,30
2022-04-05,BIHAR,16
2022-04-05,CHANDIGARH,3
2022-04-05,CHHATTISGARH,9
2022-04-05,DADRA AND NAGAR,1
2022-04-05,DELHI,74
2022-04-05,Delhi,1
2022-04-05,GOA,9
2022-04-05,Gujarat,46
2022-04-05,HARYANA,47
2022-04-05,HIMACHAL PRADESH,9
2022-04-05,JAMMU & KASHMIR,7
2022-04-05,JHARKHAND,13
2022-04-05,KARNATAKA,177
2022-04-05,KERALA,58
2022-04-05,LADAKH,2
2022-04-05,MADHYA PRADESH,19
2022-04-05,MAHARASHTRA,221
2022-04-05,MANIPUR,8
2022-04-05,MEGHALAYA,2
2022-04-05,New Delhi,2
2022-04-05,ODISHA,17
2022-04-05,PUDUCHERRY,1
2022-04-05,PUNJAB,22
2022-04-05,Punjab,1
2022-04-05,RAJASTHAN,19
2022-04-05,SIKKIM,4
2022-04-05,TAMIL NADU,80
2022-04-05,TELANGANA,95
2022-04-05,TRIPURA,1
2022-04-05,UTTAR PRADESH,93
2022-04-05,UTTARAKHAND,18
2022-04-05,WEST BENGAL,78
2022-04-06,ANDAMAN & NICOBAR,1
2022-04-06,ANDHRA PRADESH,58
2022-04-06,ASSAM,29
2022-04-06,BIHAR,26
2022-04-06,Bihar,1
2022-04-06,CHANDIGARH,2
2022-04-06,CHHATTISGARH,7
2022-04-06,DADRA AND NAGAR,1
2022-04-06,DELHI,68
2022-04-06,Delhi,1
2022-04-06,GOA,10
2022-04-06,Gujarat,38
2022-04-06,HARYANA,27
2022-04-06,HIMACHAL PRADESH,9
2022-04-06,JAMMU & KASHMIR,7
2022-04-06,JHARKHAND,6
2022-04-06,KARNATAKA,171
2022-04-06,KERALA,58
2022-04-06,MADHYA PRADESH,21
2022-04-06,MAHARASHTRA,207
2022-04-06,MANIPUR,4
2022-04-06,NAGALAND,2
2022-04-06,New Delhi,2
2022-04-06,ODISHA,15
2022-04-06,PB,1
2022-04-06,PUDUCHERRY,2
2022-04-06,PUNJAB,22
2022-04-06,RAJASTHAN,20
2022-04-06,SIKKIM,4
2022-04-06,TAMIL NADU,89
2022-04-06,TELANGANA,86
2022-04-06,TRIPURA,4
2022-04-06,UTTAR PRADESH,100
2022-04-06,UTTARAKHAND,17
2022-04-06,WEST BENGAL,70
2022-04-07,ANDAMAN & NICOBAR,2
2022-04-07,ANDHRA PRADESH,43
2022-04-07,ARUNACHAL PRADESH,1
2022-04-07,ASSAM,20
2022-04-07,BIHAR,24
2022-04-07,Bihar,1
2022-04-07,CHANDIGARH,4
2022-04-07,CHHATTISGARH,9
2022-04-07,DELHI,67
2022-04-07,Delhi,2
2022-04-07,GOA,17
2022-04-07,Goa,1
2022-04-07,Gujarat,32
2022-04-07,HARYANA,33
2022-04-07,HIMACHAL PRADESH,1
2022-04-07,JAMMU & KASHMIR,3
2022-04-07,JHARKHAND,8
2022-04-07,KARNATAKA,170
2022-04-07,KERALA,54
2022-04-07,MADHYA PRADESH,14
2022-04-07,MAHARASHTRA,228
2022-04-07,MEGHALAYA,2
2022-04-07,NAGALAND,1
2022-04-07,ODISHA,15
2022-04-07,PUDUCHERRY,3
2022-04-07,PUNJAB,15
2022-04-07,Punjab,2
2022-04-07,RAJASTHAN,15
2022-04-07,TAMIL NADU,94
2022-04-07,TELANGANA,92
2022-04-07,TRIPURA,3
2022-04-07,UTTAR PRADESH,88
2022-04-07,UTTARAKHAND,16
2022-04-07,WEST BENGAL,71
2022-04-07,goa,1
2022-04-08,ANDAMAN & NICOBAR,4
2022-04-08,ANDHRA PRADESH,50
2022-04-08,ASSAM,28
2022-04-08,BIHAR,23
2022-04-08,CHANDIGARH,4
2022-04-08,CHHATTISGARH,7
2022-04-08,Chandigarh,1
2022-04-08,DADRA AND NAGAR,1
2022-04-08,DELHI,74
2022-04-08,Delhi,1
2022-04-08,GOA,16
2022-04-08,Goa,1
2022-04-08,Gujarat,44
2022-04-08,HARYANA,40
2022-04-08,HIMACHAL PRADESH,5
2022-04-08,JAMMU & KASHMIR,7
2022-04-08,JHARKHAND,14
2022-04-08,KARNATAKA,143
2022-04-08,KERALA,74
2022-04-08,LADAKH,1
2022-04-08,MADHYA PRADESH,23
2022-04-08,MAHARASHTRA,235
2022-04-08,MANIPUR,6
2022-04-08,MEGHALAYA,3
2022-04-08,MIZORAM,2
2022-04-08,NAGALAND,2
2022-04-08,ODISHA,18
2022-04-08,PUDUCHERRY,4
2022-04-08,PUNJAB,16
2022-04-08,RAJASTHAN,23
2022-04-08,TAMIL NADU,92
2022-04-08,TELANGANA,99
2022-04-08,TRIPURA,3
2022-04-08,UTTAR PRADESH,106
2022-04-08,UTTARAKHAND,14
2022-04-08,WEST BENGAL,74
2022-04-08,delhi,1
2022-04-09,ANDAMAN & NICOBAR,2
2022-04-09,ANDHRA PRADESH,42
2022-04-09,ARUNACHAL PRADESH,1
2022-04-09,ASSAM,18
2022-04-09,BIHAR,8
2022-04-09,CHHATTISGARH,10
2022-04-09,DELHI,55
2022-04-09,GOA,13
2022-04-09,Gujarat,37
2022-04-09,HARYANA,51
2022-04-09,HIMACHAL PRADESH,8
2022-04-09,JAMMU & KASHMIR,5
2022-04-09,JHARKHAND,15
2022-04-09,KARNATAKA,186
2022-04-09,KERALA,51
2022-04-09,LADAKH,2
2022-04-09,MADHYA PRADESH,26
2022-04-09,MAHARASHTRA,231
2022-04-09,MANIPUR,1
2022-04-09,MEGHALAYA,3
2022-04-09,NAGALAND,1
2022-04-09,ODISHA,17
2022-04-09,PUNJAB,13
2022-04-09,RAJASTHAN,23
2022-04-09,SIKKIM,2
2022-04-09,TAMIL NADU,104
2022-04-09,TELANGANA,94
2022-04-09,TRIPURA,1
2022-04-09,UTTAR PRADESH,100
2022-04-09,UTTARAKHAND,12
2022-04-09,WEST BENGAL,71
2022-04-10,ANDAMAN & NICOBAR,2
2022-04-10,ANDHRA PRADESH,46
2022-04-10,ARUNACHAL PRADESH,2
2022-04-10,ASSAM,17
2022-04-10,BIHAR,19
2022-04-10,Bihar,1
2022-04-10,CHANDIGARH,2
2022-04-10,CHHATTISGARH,3
2022-04-10,DELHI,80
2022-04-10,Delhi,1
2022-04-10,GOA,16
2022-04-10,Gujarat,58
2022-04-10,HARYANA,52
2022-04-10,HIMACHAL PRADESH,4
2022-04-10,JAMMU & KASHMIR,3
2022-04-10,JHARKHAND,9
2022-04-10,KARNATAKA,176
2022-04-10,KERALA,66
2022-04-10,MADHYA PRADESH,20
2022-04-10,MAHARASHTRA,234
2022-04-10,MANIPUR,5
2022-04-10,MEGHALAYA,1
2022-04-10,NAGALAND,3
2022-04-10,ODISHA,18
2022-04-10,Odisha,1
2022-04-10,PUDUCHERRY,3
2022-04-10,PUNJAB,14
2022-04-10,Punjab,1
2022-04-10,RAJASTHAN,30
2022-04-10,SIKKIM,1
2022-04-10,TAMIL NADU,103
2022-04-10,TELANGANA,115
2022-04-10,UTTAR PRADESH,132
2022-04-10,UTTARAKHAND,18
2022-04-10,WEST BENGAL,88
2022-04-11,ANDHRA PRADESH,31
2022-04-11,ASSAM,11
2022-04-11,BIHAR,14
2022-04-11,Bihar,1
2022-04-11,CHANDIGARH,3
2022-04-11,CHHATTISGARH,13
2022-04-11,DADRA AND NAGAR,1
2022-04-11,DELHI,62
2022-04-11,Delhi,4
2022-04-11,GOA,6
2022-04-11,Goa,1
2022-04-11,Gujarat,31
2022-04-11,HARYANA,31
2022-04-11,HIMACHAL PRADESH,9
2022-04-11,JAMMU & KASHMIR,5
2022-04-11,JHARKHAND,12
2022-04-11,KARNATAKA,160
2022-04-11,KERALA,56
2022-04-11,MADHYA PRADESH,24
2022-04-11,MAHARASHTRA,210
2022-04-11,MANIPUR,3
2022-04-11,MEGHALAYA,1
2022-04-11,Manipur,1
2022-04-11,NAGALAND,1
2022-04-11,ODISHA,24
2022-04-11,PUDUCHERRY,1
2022-04-11,PUNJAB,25
2022-04-11,RAJASTHAN,27
2022-04-11,Rajasthan,1
2022-04-11,SIKKIM,1
2022-04-11,TAMIL NADU,109
2022-04-11,TELANGANA,82
2022-04-11,TRIPURA,2
2022-04-11,UTTAR PRADESH,97
2022-04-11,UTTARAKHAND,19
2022-04-11,WEST BENGAL,77
2022-04-11,delhi,1
2022-04-12,ANDHRA PRADESH,40
2022-04-12,ARUNACHAL PRADESH,1
2022-04-12,ASSAM,14
2022-04-12,BIHAR,11
2022-04-12,CHANDIGARH,2
2022-04-12,CHHATTISGARH,12
2022-04-12,Chandigarh,1
2022-04-12,DELHI,50
2022-04-12,Delhi,1
2022-04-12,GOA,16
2022-04-12,Gujarat,34
2022-04-12,HARYANA,30
2022-04-12,HIMACHAL PRADESH,5
2022-04-12,JAMMU & KASHMIR,3
2022-04-12,JHARKHAND,14
2022-04-12,KARNATAKA,145
2022-04-12,KERALA,42
2022-04-12,MADHYA PRADESH,18
2022-04-12,MAHARASHTRA,225
2022-04-12,MANIPUR,3
2022-04-12,MEGHALAYA,1
2022-04-12,MIZORAM,1
2022-04-12,New Delhi,1
2022-04-12,ODISHA,22
2022-04-12,PUDUCHERRY,1
2022-04-12,PUNJAB,10
2022-04-12,RAJASTHAN,19
2022-04-12,SIKKIM,1
2022-04-12,TAMIL NADU,87
2022-04-12,TELANGANA,74
2022-04-12,TRIPURA,2
2022-04-12,UTTAR PRADESH,84
2022-04-12,UTTARAKHAND,21
2022-04-12,WEST BENGAL,61
2022-04-12,delhi,1
2022-04-13,ANDAMAN & NICOBAR,4
2022-04-13,ANDHRA PRADESH,34
2022-04-13,ASSAM,21
2022-04-13,BIHAR,17
2022-04-13,CHANDIGARH,2
2022-04-13,CHHATTISGARH,3
2022-04-13,DADRA AND NAGAR,1
2022-04-13,DELHI,63
2022-04-13,Delhi,1
2022-04-13,GOA,11
2022-04-13,Gujarat,40
2022-04-13,HARYANA,41
2022-04-13,HIMACHAL PRADESH,3
2022-04-13,JAMMU & KASHMIR,8
2022-04-13,JHARKHAND,13
2022-04-13,KARNATAKA,194
2022-04-13,KERALA,64
2022-04-13,MADHYA PRADESH,27
2022-04-13,MAHARASHTRA,228
2022-04-13,MANIPUR,3
2022-04-13,MEGHALAYA,1
2022-04-13,MIZORAM,1
2022-04-13,ODISHA,19
2022-04-13,PUDUCHERRY,4
2022-04-13,PUNJAB,15
2022-04-13,RAJASTHAN,29
2022-04-13,Rajasthan,3
2022-04-13,SIKKIM,2
2022-04-13,TAMIL NADU,87
2022-04-13,TELANGANA,109
2022-04-13,TRIPURA,3
2022-04-13,UTTAR PRADESH,94
2022-04-13,UTTARAKHAND,18
2022-04-13,WEST BENGAL,79
2022-04-13,orissa,1
2022-04-14,ANDAMAN & NICOBAR,4
2022-04-14,ANDHRA PRADESH,61
2022-04-14,ARUNACHAL PRADESH,5
2022-04-14,ASSAM,18
2022-04-14,BIHAR,33
2022-04-14,CHANDIGARH,2
2022-04-14,CHHATTISGARH,12
2022-04-14,DELHI,68
2022-04-14,Delhi,1
2022-04-14,GOA,11
2022-04-14,Gujarat,55
2022-04-14,HARYANA,40
2022-04-14,HIMACHAL PRADESH,15
2022-04-14,JAMMU & KASHMIR,8
2022-04-14,JHARKHAND,22
2022-04-14,KARNATAKA,203
2022-04-14,KERALA,76
2022-04-14,LADAKH,1
2022-04-14,MADHYA PRADESH,32
2022-04-14,MAHARASHTRA,238
2022-04-14,MANIPUR,3
2022-04-14,MEGHALAYA,4
2022-04-14,MIZORAM,1
2022-04-14,NAGALAND,1
2022-04-14,New Delhi,1
2022-04-14,ODISHA,23
2022-04-14,PUDUCHERRY,7
2022-04-14,PUNJAB,18
2022-04-14,RAJASTHAN,31
2022-04-14,SIKKIM,2
2022-04-14,TAMIL NADU,125
2022-04-14,TELANGANA,94
2022-04-14,TRIPURA,3
2022-04-14,UTTAR PRADESH,130
2022-04-14,UTTARAKHAND,16
2022-04-14,WEST BENGAL,70
2022-04-14,punjab,1
2022-04-15,ANDAMAN & NICOBAR,4
2022-04-15,ANDHRA PRADESH,60
2022-04-15,ARUNACHAL PRADESH,3
2022-04-15,ASSAM,21
2022-04-15,BIHAR,26
2022-04-15,CHANDIGARH,2
2022-04-15,CHHATTISGARH,6
2022-04-15,DADRA AND NAGAR,1
2022-04-15,DELHI,75
2022-04-15,Delhi,2
2022-04-15,GOA,18
2022-04-15,Gujarat,39
2022-04-15,HARYANA,55
2022-04-15,HIMACHAL PRADESH,5
2022-04-15,JAMMU & KASHMIR,6
2022-04-15,JHARKHAND,17
2022-04-15,KARNATAKA,189
2022-04-15,KERALA,57
2022-04-15,MADHYA PRADESH,28
2022-04-15,MAHARASHTRA,244
2022-04-15,MANIPUR,5
2022-04-15,MEGHALAYA,3
2022-04-15,NAGALAND,1
2022-04-15,New Delhi,1
2022-04-15,ODISHA,22
2022-04-15,PUDUCHERRY,5
2022-04-15,PUNJAB,27
2022-04-15,RAJASTHAN,23
2022-04-15,RJ,1
2022-04-15,Rajasthan,1
2022-04-15,TAMIL NADU,134
2022-04-15,TELANGANA,100
2022-04-15,UTTAR PRADESH,103
2022-04-15,UTTARAKHAND,17
2022-04-15,WEST BENGAL,53
2022-04-15,rajasthan,1
2022-04-16,ANDAMAN & NICOBAR,2
2022-04-16,ANDHRA PRADESH,40
2022-04-16,ARUNACHAL PRADESH,1
2022-04-16,ASSAM,16
2022-04-16,BIHAR,27
2022-04-16,CHANDIGARH,3
2022-04-16,CHHATTISGARH,6
2022-04-16,DADRA AND NAGAR,1
2022-04-16,DELHI,75
2022-04-16,Delhi,1
2022-04-16,GOA,11
2022-04-16,Goa,1
2022-04-16,Gujarat,50
2022-04-16,HARYANA,43
2022-04-16,HIMACHAL PRADESH,15
2022-04-16,JAMMU & KASHMIR,8
2022-04-16,JHARKHAND,19
2022-04-16,KARNATAKA,181
2022-04-16,KERALA,50
2022-04-16,MADHYA PRADESH,24
2022-04-16,MAHARASHTRA,217
2022-04-16,MANIPUR,4
2022-04-16,NAGALAND,1
2022-04-16,New Delhi,1
2022-04-16,ODISHA,13
2022-04-16,PUNJAB,26
2022-04-16,RAJASTHAN,31
2022-04-16,Rajasthan,1
2022-04-16,SIKKIM,1
2022-04-16,TAMIL NADU,92
2022-04-16,TELANGANA,108
2022-04-16,TRIPURA,3
2022-04-16,UTTAR PRADESH,122
2022-04-16,UTTARAKHAND,24
2022-04-16,WEST BENGAL,54
2022-04-16,punjab,1
2022-04-17,ANDAMAN & NICOBAR,2
2022-04-17,ANDHRA PRADESH,37
2022-04-17,ARUNACHAL PRADESH,1
2022-04-17,ASSAM,10
2022-04-17,BIHAR,15
2022-04-17,CHANDIGARH,1
2022-04-17,CHHATTISGARH,10
2022-04-17,DELHI,59
2022-04-17,Delhi,7
2022-04-17,GOA,6
2022-04-17,Gujarat,46
2022-04-17,HARYANA,56
2022-04-17,HIMACHAL PRADESH,7
2022-04-17,JAMMU & KASHMIR,6
2022-04-17,JHARKHAND,22
2022-04-17,KARNATAKA,148
2022-04-17,KERALA,57
2022-04-17,MADHYA PRADESH,24
2022-04-17,MAHARASHTRA,210
2022-04-17,MANIPUR,2
2022-04-17,MIZORAM,1
2022-04-17,Manipur,1
2022-04-17,New Delhi,1
2022-04-17,ODISHA,23
2022-04-17,PUDUCHERRY,5
2022-04-17,PUNJAB,22
2022-04-17,RAJASTHAN,32
2022-04-17,SIKKIM,4
2022-04-17,TAMIL NADU,104
2022-04-17,TELANGANA,92
2022-04-17,TRIPURA,2
2022-04-17,UTTAR PRADESH,82
2022-04-17,UTTARAKHAND,11
2022-04-17,WEST BENGAL,64
2022-04-18,ANDAMAN & NICOBAR,3
2022-04-18,ANDHRA PRADESH,45
2022-04-18,ASSAM,14
2022-04-18,BIHAR,26
2022-04-18,Bihar,1
2022-04-18,CHANDIGARH,6
2022-04-18,CHHATTISGARH,13
2022-04-18,DADRA AND NAGAR,1
2022-04-18,DELHI,64
2022-04-18,Delhi,2
2022-04-18,GOA,11
2022-04-18,Gujarat,37
2022-04-18,HARYANA,34
2022-04-18,HIMACHAL PRADESH,10
2022-04-18,JAMMU & KASHMIR,6
2022-04-18,JHARKHAND,17
2022-04-18,KARNATAKA,154
2022-04-18,KERALA,66
2022-04-18,MADHYA PRADESH,15
2022-04-18,MAHARASHTRA,203
2022-04-18,MANIPUR,4
2022-04-18,MEGHALAYA,3
2022-04-18,NAGALAND,1
2022-04-18,New Delhi,2
2022-04-18,ODISHA,14
2022-04-18,Odisha,1
2022-04-18,PUDUCHERRY,4
2022-04-18,PUNJAB,21
2022-04-18,RAJASTHAN,22
2022-04-18,Rajasthan,2
2022-04-18,SIKKIM,1
2022-04-18,TAMIL NADU,95
2022-04-18,TELANGANA,90
2022-04-18,TRIPURA,3
2022-04-18,UTTAR PRADESH,90
2022-04-18,UTTARAKHAND,19
2022-04-18,WEST BENGAL,58
2022-04-18,delhi,1
2022-04-19,ANDAMAN & NICOBAR,2
2022-04-19,ANDHRA PRADESH,49
2022-04-19,ARUNACHAL PRADESH,2
2022-04-19,ASSAM,20
2022-04-19,BIHAR,23
2022-04-19,Bihar,1
2022-04-19,CHANDIGARH,2
2022-04-19,CHHATTISGARH,13
2022-04-19,DADRA AND NAGAR,1
2022-04-19,DELHI,75
2022-04-19,Delhi,1
2022-04-19,GOA,11
2022-04-19,Gujarat,38
2022-04-19,HARYANA,37
2022-04-19,HIMACHAL PRADESH,8
2022-04-19,JAMMU & KASHMIR,9
2022-04-19,JHARKHAND,15
2022-04-19,KARNATAKA,182
2022-04-19,KERALA,57
2022-04-19,MADHYA PRADESH,23
2022-04-19,MAHARASHTRA,208
2022-04-19,MANIPUR,2
2022-04-19,MEGHALAYA,9
2022-04-19,Manipur,1
2022-04-19,ODISHA,28
2022-04-19,PUDUCHERRY,1
2022-04-19,PUNJAB,13
2022-04-19,RAJASTHAN,27
2022-04-19,TAMIL NADU,116
2022-04-19,TELANGANA,108
2022-04-19,UTTAR PRADESH,89
2022-04-19,UTTARAKHAND,15
2022-04-19,WEST BENGAL,58
2022-04-20,ANDAMAN & NICOBAR,3
2022-04-20,ANDHRA PRADESH,46
2022-04-20,ARUNACHAL PRADESH,4
2022-04-20,ASSAM,16
2022-04-20,BIHAR,29
2022-04-20,Bihar,2
2022-04-20,CHANDIGARH,4
2022-04-20,CHHATTISGARH,9
2022-04-20,DADRA AND NAGAR,1
2022-04-20,DELHI,76
2022-04-20,Delhi,3
2022-04-20,GOA,19
2022-04-20,Gujarat,52
2022-04-20,HARYANA,51
2022-04-20,HIMACHAL PRADESH,6
2022-04-20,JAMMU & KASHMIR,9
2022-04-20,JHARKHAND,16
2022-04-20,KARNATAKA,164
2022-04-20,KERALA,74
2022-04-20,MADHYA PRADESH,26
2022-04-20,MAHARASHTRA,245
2022-04-20,MANIPUR,3
2022-04-20,MEGHALAYA,3
2022-04-20,NAGALAND,1
2022-04-20,New Delhi,1
2022-04-20,ODISHA,21
2022-04-20,PUDUCHERRY,6
2022-04-20,PUNJAB,25
2022-04-20,RAJASTHAN,38
2022-04-20,SIKKIM,2
2022-04-20,TAMIL NADU,105
2022-04-20,TELANGANA,113
2022-04-20,TRIPURA,1
2022-04-20,UTTAR PRADESH,132
2022-04-20,UTTARAKHAND,18
2022-04-20,WEST BENGAL,81
2022-04-20,delhi,1
2022-04-21,ANDAMAN & NICOBAR,3
2022-04-21,ANDHRA PRADESH,73
2022-04-21,ARUNACHAL PRADESH,1
2022-04-21,ASSAM,24
2022-04-21,BIHAR,24
2022-04-21,Bihar,1
2022-04-21,CHANDIGARH,4
2022-04-21,CHHATTISGARH,9
2022-04-21,DELHI,68
2022-04-21,Delhi,1
2022-04-21,GOA,11
2022-04-21,Goa,3
2022-04-21,Gujarat,36
2022-04-21,HARYANA,34
2022-04-21,HIMACHAL PRADESH,7
2022-04-21,JAMMU & KASHMIR,11
2022-04-21,JHARKHAND,16
2022-04-21,KARNATAKA,169
2022-04-21,KERALA,63
2022-04-21,MADHYA PRADESH,28
2022-04-21,MAHARASHTRA,233
2022-04-21,MANIPUR,5
2022-04-21,MEGHALAYA,1
2022-04-21,MIZORAM,1
2022-04-21,NAGALAND,2
2022-04-21,New Delhi,2
2022-04-21,ODISHA,25
2022-04-21,Odisha,1
2022-04-21,PUDUCHERRY,1
