Date,ship-state,Daily_Demand
2022-04-21,PUNJAB,13
2022-04-21,RAJASTHAN,20
2022-04-21,SIKKIM,2
2022-04-21,TAMIL NADU,128
2022-04-21,TELANGANA,125
2022-04-21,UTTAR PRADESH,105
2022-04-21,UTTARAKHAND,9
2022-04-21,WEST BENGAL,49
2022-04-21,punjab,2
2022-04-21,rajasthan,1
2022-04-22,ANDAMAN & NICOBAR,2
2022-04-22,ANDHRA PRADESH,58
2022-04-22,ASSAM,22
2022-04-22,BIHAR,22
2022-04-22,CHANDIGARH,5
2022-04-22,CHHATTISGARH,8
2022-04-22,DADRA AND NAGAR,1
2022-04-22,DELHI,62
2022-04-22,Delhi,1
2022-04-22,GOA,11
2022-04-22,Gujarat,42
2022-04-22,HARYANA,46
2022-04-22,HIMACHAL PRADESH,7
2022-04-22,JAMMU & KASHMIR,10
2022-04-22,JHARKHAND,17
2022-04-22,KARNATAKA,172
2022-04-22,KERALA,78
2022-04-22,MADHYA PRADESH,20
2022-04-22,MAHARASHTRA,216
2022-04-22,MANIPUR,1
2022-04-22,MEGHALAYA,2
2022-04-22,MIZORAM,1
2022-04-22,NAGALAND,1
2022-04-22,ODISHA,26
2022-04-22,PUDUCHERRY,2
2022-04-22,PUNJAB,23
2022-04-22,Punjab,2
2022-04-22,RAJASTHAN,22
2022-04-22,SIKKIM,1
2022-04-22,TAMIL NADU,80
2022-04-22,TELANGANA,117
2022-04-22,UTTAR PRADESH,119
2022-04-22,UTTARAKHAND,13
2022-04-22,WEST BENGAL,39
2022-04-23,ANDAMAN & NICOBAR,3
2022-04-23,ANDHRA PRADESH,43
2022-04-23,ASSAM,18
2022-04-23,BIHAR,21
2022-04-23,CHANDIGARH,7
2022-04-23,CHHATTISGARH,11
2022-04-23,DADRA AND NAGAR,1
2022-04-23,DELHI,81
2022-04-23,Delhi,4
2022-04-23,GOA,7
2022-04-23,Goa,3
2022-04-23,Gujarat,41
2022-04-23,HARYANA,54
2022-04-23,HIMACHAL PRADESH,8
2022-04-23,JAMMU & KASHMIR,8
2022-04-23,JHARKHAND,18
2022-04-23,KARNATAKA,171
2022-04-23,KERALA,62
2022-04-23,MADHYA PRADESH,30
2022-04-23,MAHARASHTRA,259
2022-04-23,MANIPUR,3
2022-04-23,MEGHALAYA,4
2022-04-23,MIZORAM,1
2022-04-23,ODISHA,18
2022-04-23,PUDUCHERRY,2
2022-04-23,PUNJAB,20
2022-04-23,Puducherry,1
2022-04-23,RAJASTHAN,24
2022-04-23,Rajasthan,2
2022-04-23,SIKKIM,4
2022-04-23,TAMIL NADU,106
2022-04-23,TELANGANA,119
2022-04-23,UTTAR PRADESH,125
2022-04-23,UTTARAKHAND,18
2022-04-23,WEST BENGAL,67
2022-04-24,ANDAMAN & NICOBAR,1
2022-04-24,ANDHRA PRADESH,64
2022-04-24,ASSAM,14
2022-04-24,BIHAR,24
2022-04-24,CHANDIGARH,4
2022-04-24,CHHATTISGARH,6
2022-04-24,DELHI,75
2022-04-24,Delhi,5
2022-04-24,GOA,8
2022-04-24,Gujarat,54
2022-04-24,HARYANA,57
2022-04-24,HIMACHAL PRADESH,7
2022-04-24,JAMMU & KASHMIR,3
2022-04-24,JHARKHAND,14
2022-04-24,KARNATAKA,165
2022-04-24,KERALA,69
2022-04-24,LADAKH,2
2022-04-24,MADHYA PRADESH,22
2022-04-24,MAHARASHTRA,251
2022-04-24,MANIPUR,6
2022-04-24,MIZORAM,2
2022-04-24,NAGALAND,3
2022-04-24,New Delhi,1
2022-04-24,ODISHA,14
2022-04-24,PUDUCHERRY,1
2022-04-24,PUNJAB,29
2022-04-24,Punjab,1
2022-04-24,RAJASTHAN,30
2022-04-24,Rajasthan,1
2022-04-24,SIKKIM,2
2022-04-24,TAMIL NADU,110
2022-04-24,TELANGANA,98
2022-04-24,TRIPURA,2
2022-04-24,UTTAR PRADESH,112
2022-04-24,UTTARAKHAND,17
2022-04-24,WEST BENGAL,70
2022-04-24,rajasthan,2
2022-04-25,ANDAMAN & NICOBAR,3
2022-04-25,ANDHRA PRADESH,43
2022-04-25,ARUNACHAL PRADESH,4
2022-04-25,ASSAM,14
2022-04-25,BIHAR,13
2022-04-25,CHANDIGARH,8
2022-04-25,CHHATTISGARH,13
2022-04-25,DELHI,59
2022-04-25,Delhi,1
2022-04-25,GOA,13
2022-04-25,Gujarat,50
2022-04-25,HARYANA,34
2022-04-25,HIMACHAL PRADESH,7
2022-04-25,JAMMU & KASHMIR,6
2022-04-25,JHARKHAND,19
2022-04-25,KARNATAKA,163
2022-04-25,KERALA,51
2022-04-25,MADHYA PRADESH,20
2022-04-25,MAHARASHTRA,191
2022-04-25,MANIPUR,2
2022-04-25,MEGHALAYA,1
2022-04-25,NAGALAND,1
2022-04-25,New Delhi,6
2022-04-25,ODISHA,27
2022-04-25,PUDUCHERRY,3
2022-04-25,PUNJAB,19
2022-04-25,Punjab,3
2022-04-25,Punjab/Mohali/Zirakpur,1
2022-04-25,RAJASTHAN,20
2022-04-25,SIKKIM,5
2022-04-25,TAMIL NADU,122
2022-04-25,TELANGANA,96
2022-04-25,TRIPURA,2
2022-04-25,UTTAR PRADESH,107
2022-04-25,UTTARAKHAND,18
2022-04-25,WEST BENGAL,58
2022-04-26,ANDAMAN & NICOBAR,1
2022-04-26,ANDHRA PRADESH,43
2022-04-26,ASSAM,15
2022-04-26,BIHAR,13
2022-04-26,CHANDIGARH,1
2022-04-26,CHHATTISGARH,12
2022-04-26,DADRA AND NAGAR,1
2022-04-26,DELHI,60
2022-04-26,Delhi,2
2022-04-26,GOA,15
2022-04-26,Gujarat,41
2022-04-26,HARYANA,33
2022-04-26,HIMACHAL PRADESH,7
2022-04-26,JAMMU & KASHMIR,6
2022-04-26,JHARKHAND,16
2022-04-26,KARNATAKA,150
2022-04-26,KERALA,55
2022-04-26,LADAKH,1
2022-04-26,MADHYA PRADESH,17
2022-04-26,MAHARASHTRA,228
2022-04-26,MANIPUR,2
2022-04-26,MEGHALAYA,3
2022-04-26,MIZORAM,4
2022-04-26,NAGALAND,1
2022-04-26,ODISHA,22
2022-04-26,PUDUCHERRY,4
2022-04-26,PUNJAB,25
2022-04-26,RAJASTHAN,17
2022-04-26,Rajasthan,1
2022-04-26,TAMIL NADU,111
2022-04-26,TELANGANA,89
2022-04-26,UTTAR PRADESH,92
2022-04-26,UTTARAKHAND,14
2022-04-26,WEST BENGAL,60
2022-04-27,ANDHRA PRADESH,43
2022-04-27,ASSAM,8
2022-04-27,BIHAR,13
2022-04-27,CHHATTISGARH,12
2022-04-27,DELHI,53
2022-04-27,GOA,16
2022-04-27,Gujarat,25
2022-04-27,HARYANA,32
2022-04-27,HIMACHAL PRADESH,7
2022-04-27,JAMMU & KASHMIR,6
2022-04-27,JHARKHAND,11
2022-04-27,KARNATAKA,139
2022-04-27,KERALA,61
2022-04-27,MADHYA PRADESH,22
2022-04-27,MAHARASHTRA,179
2022-04-27,MANIPUR,4
2022-04-27,MEGHALAYA,5
2022-04-27,MIZORAM,2
2022-04-27,NAGALAND,1
2022-04-27,ODISHA,19
2022-04-27,PUDUCHERRY,5
2022-04-27,PUNJAB,17
2022-04-27,RAJASTHAN,32
2022-04-27,TAMIL NADU,101
2022-04-27,TELANGANA,89
2022-04-27,TRIPURA,3
2022-04-27,UTTAR PRADESH,87
2022-04-27,UTTARAKHAND,14
2022-04-27,WEST BENGAL,50
2022-04-27,punjab,2
2022-04-28,ANDAMAN & NICOBAR,1
2022-04-28,ANDHRA PRADESH,41
2022-04-28,ASSAM,13
2022-04-28,BIHAR,12
2022-04-28,Bihar,1
2022-04-28,CHANDIGARH,3
2022-04-28,CHHATTISGARH,13
2022-04-28,DELHI,55
2022-04-28,Delhi,1
2022-04-28,GOA,10
2022-04-28,Goa,2
2022-04-28,Gujarat,37
2022-04-28,HARYANA,48
2022-04-28,HIMACHAL PRADESH,7
2022-04-28,JAMMU & KASHMIR,7
2022-04-28,JHARKHAND,14
2022-04-28,KARNATAKA,162
2022-04-28,KERALA,49
2022-04-28,LADAKH,1
2022-04-28,MADHYA PRADESH,21
2022-04-28,MAHARASHTRA,181
2022-04-28,MANIPUR,4
2022-04-28,NAGALAND,2
2022-04-28,NL,1
2022-04-28,ODISHA,16
2022-04-28,PUDUCHERRY,5
2022-04-28,PUNJAB,11
2022-04-28,RAJASTHAN,24
2022-04-28,SIKKIM,2
2022-04-28,TAMIL NADU,79
2022-04-28,TELANGANA,88
2022-04-28,UTTAR PRADESH,84
2022-04-28,UTTARAKHAND,14
2022-04-28,WEST BENGAL,52
2022-04-29,ANDAMAN & NICOBAR,2
2022-04-29,ANDHRA PRADESH,52
2022-04-29,ASSAM,11
2022-04-29,BIHAR,25
2022-04-29,CHANDIGARH,3
2022-04-29,CHHATTISGARH,11
2022-04-29,DELHI,49
2022-04-29,Delhi,2
2022-04-29,GOA,5
2022-04-29,Goa,1
2022-04-29,Gujarat,50
2022-04-29,HARYANA,37
2022-04-29,HIMACHAL PRADESH,3
2022-04-29,JAMMU & KASHMIR,9
2022-04-29,JHARKHAND,14
2022-04-29,KARNATAKA,137
2022-04-29,KERALA,49
2022-04-29,MADHYA PRADESH,20
2022-04-29,MAHARASHTRA,206
2022-04-29,MANIPUR,3
2022-04-29,MEGHALAYA,1
2022-04-29,Manipur,1
2022-04-29,NAGALAND,1
2022-04-29,ODISHA,20
2022-04-29,Odisha,1
2022-04-29,PUDUCHERRY,4
2022-04-29,PUNJAB,13
2022-04-29,Punjab,1
2022-04-29,RAJASTHAN,16
2022-04-29,SIKKIM,1
2022-04-29,TAMIL NADU,95
2022-04-29,TELANGANA,91
2022-04-29,TRIPURA,3
2022-04-29,UTTAR PRADESH,79
2022-04-29,UTTARAKHAND,15
2022-04-29,WEST BENGAL,52
2022-04-29,rajasthan,1
2022-04-30,ANDHRA PRADESH,40
2022-04-30,ARUNACHAL PRADESH,1
2022-04-30,ASSAM,23
2022-04-30,BIHAR,22
2022-04-30,CHANDIGARH,2
2022-04-30,CHHATTISGARH,9
2022-04-30,DADRA AND NAGAR,3
2022-04-30,DELHI,67
2022-04-30,GOA,6
2022-04-30,Goa,2
2022-04-30,Gujarat,48
2022-04-30,HARYANA,41
2022-04-30,HIMACHAL PRADESH,10
2022-04-30,JAMMU & KASHMIR,6
2022-04-30,JHARKHAND,21
2022-04-30,KARNATAKA,162
2022-04-30,KERALA,48
2022-04-30,LADAKH,1
2022-04-30,MADHYA PRADESH,27
2022-04-30,MAHARASHTRA,220
2022-04-30,MANIPUR,4
2022-04-30,MEGHALAYA,3
2022-04-30,NAGALAND,4
2022-04-30,ODISHA,26
2022-04-30,PUDUCHERRY,4
2022-04-30,PUNJAB,14
2022-04-30,RAJASTHAN,29
2022-04-30,SIKKIM,1
2022-04-30,TAMIL NADU,101
2022-04-30,TELANGANA,138
2022-04-30,TRIPURA,4
2022-04-30,UTTAR PRADESH,105
2022-04-30,UTTARAKHAND,15
2022-04-30,WEST BENGAL,72
2022-05-01,ANDAMAN & NICOBAR,1
2022-05-01,ANDHRA PRADESH,60
2022-05-01,ARUNACHAL PRADESH,1
2022-05-01,ASSAM,17
2022-05-01,BIHAR,12
2022-05-01,Bihar,1
2022-05-01,CHANDIGARH,2
2022-05-01,CHHATTISGARH,15
2022-05-01,DADRA AND NAGAR,2
2022-05-01,DELHI,65
2022-05-01,Delhi,2
2022-05-01,GOA,12
2022-05-01,Gujarat,56
2022-05-01,HARYANA,40
2022-05-01,HIMACHAL PRADESH,5
2022-05-01,JAMMU & KASHMIR,8
2022-05-01,JHARKHAND,16
2022-05-01,KARNATAKA,180
2022-05-01,KERALA,65
2022-05-01,MADHYA PRADESH,20
2022-05-01,MAHARASHTRA,290
2022-05-01,MANIPUR,4
2022-05-01,MIZORAM,1
2022-05-01,ODISHA,14
2022-05-01,PUDUCHERRY,2
2022-05-01,PUNJAB,25
2022-05-01,Punjab,1
2022-05-01,RAJASTHAN,22
2022-05-01,Rajasthan,1
2022-05-01,TAMIL NADU,128
2022-05-01,TELANGANA,109
2022-05-01,UTTAR PRADESH,100
2022-05-01,UTTARAKHAND,18
2022-05-01,WEST BENGAL,75
2022-05-02,ANDAMAN & NICOBAR,1
2022-05-02,ANDHRA PRADESH,65
2022-05-02,ARUNACHAL PRADESH,1
2022-05-02,ASSAM,12
2022-05-02,BIHAR,30
2022-05-02,CHANDIGARH,1
2022-05-02,CHHATTISGARH,13
2022-05-02,DADRA AND NAGAR,1
2022-05-02,DELHI,82
2022-05-02,GOA,13
2022-05-02,Gujarat,49
2022-05-02,HARYANA,45
2022-05-02,HIMACHAL PRADESH,8
2022-05-02,JAMMU & KASHMIR,8
2022-05-02,JHARKHAND,16
2022-05-02,KARNATAKA,240
2022-05-02,KERALA,72
2022-05-02,MADHYA PRADESH,41
2022-05-02,MAHARASHTRA,265
2022-05-02,MANIPUR,3
2022-05-02,MEGHALAYA,4
2022-05-02,MIZORAM,1
2022-05-02,New Delhi,2
2022-05-02,ODISHA,32
2022-05-02,PUDUCHERRY,6
2022-05-02,PUNJAB,16
2022-05-02,Punjab,1
2022-05-02,RAJASTHAN,31
2022-05-02,SIKKIM,5
2022-05-02,TAMIL NADU,137
2022-05-02,TELANGANA,122
2022-05-02,TRIPURA,1
2022-05-02,UTTAR PRADESH,128
2022-05-02,UTTARAKHAND,25
2022-05-02,WEST BENGAL,77
2022-05-02,goa,1
2022-05-02,punjab,2
2022-05-03,ANDAMAN & NICOBAR,3
2022-05-03,ANDHRA PRADESH,69
2022-05-03,ARUNACHAL PRADESH,1
2022-05-03,ASSAM,15
2022-05-03,BIHAR,28
2022-05-03,CHANDIGARH,4
2022-05-03,CHHATTISGARH,8
2022-05-03,DADRA AND NAGAR,2
2022-05-03,DELHI,82
2022-05-03,Delhi,3
2022-05-03,GOA,15
2022-05-03,Gujarat,50
2022-05-03,HARYANA,47
2022-05-03,HIMACHAL PRADESH,12
2022-05-03,JAMMU & KASHMIR,6
2022-05-03,JHARKHAND,24
2022-05-03,KARNATAKA,206
2022-05-03,KERALA,68
2022-05-03,LADAKH,1
2022-05-03,MADHYA PRADESH,36
2022-05-03,MAHARASHTRA,293
2022-05-03,MANIPUR,1
2022-05-03,MEGHALAYA,2
2022-05-03,MIZORAM,2
2022-05-03,NAGALAND,2
2022-05-03,New Delhi,1
2022-05-03,ODISHA,26
2022-05-03,PUDUCHERRY,7
2022-05-03,PUNJAB,18
2022-05-03,RAJASTHAN,35
2022-05-03,Rajasthan,1
2022-05-03,SIKKIM,2
2022-05-03,TAMIL NADU,149
2022-05-03,TELANGANA,141
2022-05-03,TRIPURA,3
2022-05-03,UTTAR PRADESH,119
2022-05-03,UTTARAKHAND,24
2022-05-03,WEST BENGAL,74
2022-05-04,ANDAMAN & NICOBAR,3
2022-05-04,ANDHRA PRADESH,58
2022-05-04,ARUNACHAL PRADESH,2
2022-05-04,ASSAM,11
2022-05-04,BIHAR,29
2022-05-04,CHANDIGARH,4
2022-05-04,CHHATTISGARH,11
2022-05-04,Chandigarh,1
2022-05-04,DADRA AND NAGAR,1
2022-05-04,DELHI,58
2022-05-04,Delhi,1
2022-05-04,GOA,9
2022-05-04,Gujarat,56
2022-05-04,HARYANA,62
2022-05-04,HIMACHAL PRADESH,6
2022-05-04,JAMMU & KASHMIR,12
2022-05-04,JHARKHAND,20
2022-05-04,KARNATAKA,208
2022-05-04,KERALA,60
2022-05-04,MADHYA PRADESH,24
2022-05-04,MAHARASHTRA,305
2022-05-04,MANIPUR,5
2022-05-04,MEGHALAYA,3
2022-05-04,NAGALAND,2
2022-05-04,New Delhi,1
2022-05-04,ODISHA,18
2022-05-04,PUDUCHERRY,5
2022-05-04,PUNJAB,23
2022-05-04,RAJASTHAN,27
2022-05-04,Rajasthan,1
2022-05-04,SIKKIM,2
2022-05-04,TAMIL NADU,122
2022-05-04,TELANGANA,136
2022-05-04,TRIPURA,2
2022-05-04,UTTAR PRADESH,144
2022-05-04,UTTARAKHAND,17
2022-05-04,WEST BENGAL,72
2022-05-05,ANDAMAN & NICOBAR,1
2022-05-05,ANDHRA PRADESH,53
2022-05-05,ARUNACHAL PRADESH,3
2022-05-05,ASSAM,15
2022-05-05,Arunachal pradesh,1
2022-05-05,BIHAR,16
2022-05-05,Bihar,2
2022-05-05,CHANDIGARH,7
2022-05-05,CHHATTISGARH,4
2022-05-05,DELHI,59
2022-05-05,Delhi,2
2022-05-05,GOA,9
2022-05-05,Gujarat,45
2022-05-05,HARYANA,50
2022-05-05,HIMACHAL PRADESH,8
2022-05-05,JAMMU & KASHMIR,10
2022-05-05,JHARKHAND,7
2022-05-05,KARNATAKA,144
2022-05-05,KERALA,41
2022-05-05,MADHYA PRADESH,22
2022-05-05,MAHARASHTRA,200
2022-05-05,MANIPUR,1
2022-05-05,MEGHALAYA,2
2022-05-05,ODISHA,19
2022-05-05,PUDUCHERRY,5
2022-05-05,PUNJAB,21
2022-05-05,Punjab,2
2022-05-05,RAJASTHAN,33
2022-05-05,Rajasthan,1
2022-05-05,SIKKIM,4
2022-05-05,TAMIL NADU,93
2022-05-05,TELANGANA,94
2022-05-05,TRIPURA,1
2022-05-05,UTTAR PRADESH,83
2022-05-05,UTTARAKHAND,10
2022-05-05,WEST BENGAL,38
2022-05-06,ANDAMAN & NICOBAR,1
2022-05-06,ANDHRA PRADESH,34
2022-05-06,ARUNACHAL PRADESH,2
2022-05-06,ASSAM,12
2022-05-06,BIHAR,19
2022-05-06,CHANDIGARH,2
2022-05-06,CHHATTISGARH,7
2022-05-06,DELHI,75
2022-05-06,Delhi,2
2022-05-06,GOA,9
2022-05-06,Gujarat,41
2022-05-06,HARYANA,36
2022-05-06,HIMACHAL PRADESH,8
2022-05-06,JAMMU & KASHMIR,4
2022-05-06,JHARKHAND,13
2022-05-06,KARNATAKA,131
2022-05-06,KERALA,57
2022-05-06,MADHYA PRADESH,18
2022-05-06,MAHARASHTRA,180
2022-05-06,MANIPUR,4
2022-05-06,MEGHALAYA,1
2022-05-06,NAGALAND,1
2022-05-06,New Delhi,1
2022-05-06,ODISHA,23
2022-05-06,PUDUCHERRY,2
2022-05-06,PUNJAB,23
2022-05-06,RAJASTHAN,29
2022-05-06,SIKKIM,1
2022-05-06,TAMIL NADU,69
2022-05-06,TELANGANA,105
2022-05-06,TRIPURA,2
2022-05-06,UTTAR PRADESH,82
2022-05-06,UTTARAKHAND,13
2022-05-06,WEST BENGAL,45
2022-05-07,ANDHRA PRADESH,37
2022-05-07,ARUNACHAL PRADESH,2
2022-05-07,ASSAM,16
2022-05-07,BIHAR,9
2022-05-07,CHANDIGARH,3
2022-05-07,CHHATTISGARH,9
2022-05-07,DADRA AND NAGAR,1
2022-05-07,DELHI,57
2022-05-07,GOA,12
2022-05-07,Gujarat,46
2022-05-07,HARYANA,39
2022-05-07,HIMACHAL PRADESH,5
2022-05-07,JAMMU & KASHMIR,7
2022-05-07,JHARKHAND,8
2022-05-07,KARNATAKA,144
2022-05-07,KERALA,56
2022-05-07,MADHYA PRADESH,21
2022-05-07,MAHARASHTRA,177
2022-05-07,MANIPUR,3
2022-05-07,MIZORAM,2
2022-05-07,NAGALAND,3
2022-05-07,ODISHA,19
2022-05-07,PUDUCHERRY,4
2022-05-07,PUNJAB,21
2022-05-07,RAJASTHAN,19
2022-05-07,SIKKIM,3
2022-05-07,TAMIL NADU,86
2022-05-07,TELANGANA,86
2022-05-07,UTTAR PRADESH,89
2022-05-07,UTTARAKHAND,18
2022-05-07,WEST BENGAL,55
2022-05-07,punjab,1
2022-05-08,ANDAMAN & NICOBAR,2
2022-05-08,ANDHRA PRADESH,42
2022-05-08,ASSAM,9
2022-05-08,BIHAR,13
2022-05-08,Bihar,1
2022-05-08,CHANDIGARH,5
2022-05-08,CHHATTISGARH,7
2022-05-08,DELHI,59
2022-05-08,Delhi,2
2022-05-08,GOA,10
2022-05-08,Goa,1
2022-05-08,Gujarat,39
2022-05-08,HARYANA,28
2022-05-08,HIMACHAL PRADESH,7
2022-05-08,JAMMU & KASHMIR,8
2022-05-08,JHARKHAND,14
2022-05-08,KARNATAKA,113
2022-05-08,KERALA,54
2022-05-08,MADHYA PRADESH,27
2022-05-08,MAHARASHTRA,212
2022-05-08,MANIPUR,2
2022-05-08,MEGHALAYA,1
2022-05-08,MIZORAM,1
2022-05-08,NAGALAND,1
2022-05-08,Nagaland,1
2022-05-08,ODISHA,9
2022-05-08,PUDUCHERRY,1
2022-05-08,PUNJAB,11
2022-05-08,Punjab,1
2022-05-08,RAJASTHAN,17
2022-05-08,TAMIL NADU,77
2022-05-08,TELANGANA,93
2022-05-08,UTTAR PRADESH,107
2022-05-08,UTTARAKHAND,9
2022-05-08,WEST BENGAL,50
2022-05-09,ANDAMAN & NICOBAR,4
2022-05-09,ANDHRA PRADESH,39
2022-05-09,ASSAM,8
2022-05-09,BIHAR,13
2022-05-09,CHANDIGARH,6
2022-05-09,CHHATTISGARH,3
2022-05-09,DELHI,58
2022-05-09,Delhi,2
2022-05-09,GOA,14
2022-05-09,Goa,1
2022-05-09,Gujarat,30
2022-05-09,HARYANA,28
2022-05-09,HIMACHAL PRADESH,5
2022-05-09,JAMMU & KASHMIR,6
2022-05-09,JHARKHAND,15
2022-05-09,KARNATAKA,96
2022-05-09,KERALA,47
2022-05-09,MADHYA PRADESH,21
2022-05-09,MAHARASHTRA,168
2022-05-09,MANIPUR,4
2022-05-09,MEGHALAYA,3
2022-05-09,MIZORAM,1
2022-05-09,NAGALAND,2
2022-05-09,ODISHA,14
2022-05-09,Odisha,1
2022-05-09,PUDUCHERRY,2
2022-05-09,PUNJAB,14
2022-05-09,RAJASTHAN,14
2022-05-09,SIKKIM,1
2022-05-09,TAMIL NADU,101
2022-05-09,TELANGANA,90
2022-05-09,TRIPURA,1
2022-05-09,UTTAR PRADESH,79
2022-05-09,UTTARAKHAND,13
2022-05-09,WEST BENGAL,47
2022-05-10,ANDHRA PRADESH,32
2022-05-10,ARUNACHAL PRADESH,1
2022-05-10,ASSAM,11
2022-05-10,BIHAR,11
2022-05-10,CHHATTISGARH,6
2022-05-10,DADRA AND NAGAR,2
2022-05-10,DELHI,52
2022-05-10,Delhi,1
2022-05-10,GOA,4
2022-05-10,Gujarat,33
2022-05-10,HARYANA,30
2022-05-10,HIMACHAL PRADESH,4
2022-05-10,JAMMU & KASHMIR,3
2022-05-10,JHARKHAND,11
2022-05-10,KARNATAKA,123
2022-05-10,KERALA,38
2022-05-10,LADAKH,1
2022-05-10,MADHYA PRADESH,13
2022-05-10,MAHARASHTRA,142
2022-05-10,MANIPUR,2
2022-05-10,NAGALAND,2
2022-05-10,ODISHA,14
2022-05-10,PUDUCHERRY,5
2022-05-10,PUNJAB,16
2022-05-10,RAJASTHAN,17
2022-05-10,SIKKIM,1
2022-05-10,TAMIL NADU,85
2022-05-10,TELANGANA,60
2022-05-10,TRIPURA,1
2022-05-10,UTTAR PRADESH,85
2022-05-10,UTTARAKHAND,9
2022-05-10,WEST BENGAL,35
2022-05-11,ANDAMAN & NICOBAR,2
2022-05-11,ANDHRA PRADESH,32
2022-05-11,ASSAM,11
2022-05-11,BIHAR,9
2022-05-11,CHANDIGARH,2
2022-05-11,CHHATTISGARH,5
2022-05-11,DADRA AND NAGAR,2
2022-05-11,DELHI,45
2022-05-11,Delhi,2
2022-05-11,GOA,8
2022-05-11,Gujarat,41
2022-05-11,HARYANA,28
2022-05-11,HIMACHAL PRADESH,8
2022-05-11,JAMMU & KASHMIR,5
2022-05-11,JHARKHAND,12
2022-05-11,KARNATAKA,118
2022-05-11,KERALA,40
2022-05-11,MADHYA PRADESH,19
2022-05-11,MAHARASHTRA,135
2022-05-11,MANIPUR,5
2022-05-11,MEGHALAYA,1
2022-05-11,MIZORAM,1
2022-05-11,NAGALAND,1
2022-05-11,ODISHA,7
2022-05-11,PUDUCHERRY,4
2022-05-11,PUNJAB,8
2022-05-11,Punjab,1
2022-05-11,RAJASTHAN,20
2022-05-11,TAMIL NADU,89
2022-05-11,TELANGANA,76
2022-05-11,TRIPURA,3
2022-05-11,UTTAR PRADESH,68
2022-05-11,UTTARAKHAND,13
2022-05-11,WEST BENGAL,36
2022-05-12,ANDAMAN & NICOBAR,4
2022-05-12,ANDHRA PRADESH,22
2022-05-12,ASSAM,5
2022-05-12,Arunachal pradesh,1
2022-05-12,BIHAR,14
2022-05-12,CHHATTISGARH,7
2022-05-12,DELHI,39
2022-05-12,GOA,3
2022-05-12,Gujarat,35
2022-05-12,HARYANA,31
2022-05-12,HIMACHAL PRADESH,2
2022-05-12,JAMMU & KASHMIR,3
2022-05-12,JHARKHAND,6
2022-05-12,KARNATAKA,97
2022-05-12,KERALA,45
2022-05-12,LAKSHADWEEP,1
2022-05-12,MADHYA PRADESH,15
2022-05-12,MAHARASHTRA,141
2022-05-12,MANIPUR,6
2022-05-12,MEGHALAYA,1
2022-05-12,MIZORAM,1
2022-05-12,NAGALAND,1
2022-05-12,ODISHA,9
2022-05-12,PUDUCHERRY,4
2022-05-12,PUNJAB,12
2022-05-12,RAJASTHAN,16
2022-05-12,SIKKIM,2
2022-05-12,TAMIL NADU,82
2022-05-12,TELANGANA,73
2022-05-12,UTTAR PRADESH,92
2022-05-12,UTTARAKHAND,7
2022-05-12,WEST BENGAL,29
2022-05-13,ANDHRA PRADESH,35
2022-05-13,ARUNACHAL PRADESH,1
2022-05-13,ASSAM,7
2022-05-13,BIHAR,7
2022-05-13,CHHATTISGARH,2
2022-05-13,DADRA AND NAGAR,1
2022-05-13,DELHI,37
2022-05-13,Delhi,2
2022-05-13,GOA,4
2022-05-13,Gujarat,34
2022-05-13,HARYANA,17
2022-05-13,HIMACHAL PRADESH,4
2022-05-13,JAMMU & KASHMIR,5
2022-05-13,JHARKHAND,11
2022-05-13,KARNATAKA,107
2022-05-13,KERALA,51
2022-05-13,MADHYA PRADESH,14
2022-05-13,MAHARASHTRA,130
2022-05-13,MANIPUR,2
2022-05-13,MEGHALAYA,1
2022-05-13,NAGALAND,3
2022-05-13,ODISHA,14
2022-05-13,PUDUCHERRY,4
2022-05-13,PUNJAB,12
2022-05-13,RAJASTHAN,18
2022-05-13,SIKKIM,5
2022-05-13,TAMIL NADU,69
2022-05-13,TELANGANA,71
